id,name,family,pattern,modality,grip,shoulder_load,unit_default,units_allowed,load_unit,weight_functional,weight_hybrid,equipment,cadence_rx_s_per_unit,cadence_m_rx_s_per_unit,cadence_by_category,loads,rep_ranges,substitutions,variant_up,badge_key,active,version,notes
kb_deadlift,KB Deadlift,kettlebell,hinge,W,high,none,reps,reps,kg,4,4,kettlebell,1.8,,"{""scaled"": 2.34, ""inter"": 2.07, ""rx"": 1.8, ""rxplus"": 1.66, ""elite"": 1.53, ""pro"": 1.44}","{""scaled"": {""light"": [16, 12], ""medium"": [20, 16], ""heavy"": [20, 16]}, ""inter"": {""light"": [20, 16], ""medium"": [24, 16], ""heavy"": [24, 16]}, ""rx"": {""light"": [24, 16], ""medium"": [32, 24], ""heavy"": [32, 24]}, ""rxplus"": {""light"": [28, 20], ""medium"": [32, 24], ""heavy"": [32, 24]}, ""elite"": {""light"": [32, 24], ""medium"": [40, 28], ""heavy"": [40, 28]}, ""pro"": {""light"": [32, 24], ""medium"": [40, 28], ""heavy"": [40, 28]}}","{""amrap"": [10, 20], ""for_time"": [15, 30], ""emom"": [8, 15], ""interval"": [10, 20]}",,,,true,1,"2 KB, charge par main"
box_jump_over_step_down,Box Jump Over Step Down,box,squat|mono,M,none,none,reps,reps,cm,6,4,box,3.4,,"{""scaled"": 4.42, ""inter"": 3.91, ""rx"": 3.4, ""rxplus"": 3.13, ""elite"": 2.89, ""pro"": 2.72}","{""scaled"": {""light"": [50, 40], ""medium"": [50, 40], ""heavy"": [50, 40]}, ""inter"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rx"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rxplus"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""elite"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}, ""pro"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}}","{""amrap"": [8, 15], ""for_time"": [10, 30], ""emom"": [5, 10], ""interval"": [6, 12]}","{""scaled"": ""box_step_over""}",,,true,1,
burpee_box_jump,Burpee Box Jump,bodyweight,core|mono,M,none,low,reps,reps,cm,6,4,box,5.5,,"{""scaled"": 7.15, ""inter"": 6.32, ""rx"": 5.5, ""rxplus"": 5.06, ""elite"": 4.67, ""pro"": 4.4}","{""scaled"": {""light"": [50, 40], ""medium"": [50, 40], ""heavy"": [50, 40]}, ""inter"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rx"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rxplus"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""elite"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}, ""pro"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}}","{""amrap"": [6, 12], ""for_time"": [8, 20], ""emom"": [4, 8], ""interval"": [5, 10]}",,,,true,1,
burpee_over_the_bar,Burpee Over The Bar,bodyweight,core|mono,M,none,low,reps,reps,,7,2,barbell,4.2,,"{""scaled"": 5.46, ""inter"": 4.83, ""rx"": 4.2, ""rxplus"": 3.86, ""elite"": 3.57, ""pro"": 3.36}",,"{""amrap"": [8, 15], ""for_time"": [10, 21], ""emom"": [5, 10], ""interval"": [6, 12]}",,,,true,1,latéral
pull_up_banded,Banded Pull-Ups,gym,pull_v,G,high,low,reps,reps,,2,1,rig|band,2.0,,"{""scaled"": 2.6, ""inter"": 2.3, ""rx"": 2.0, ""rxplus"": 1.84, ""elite"": 1.7, ""pro"": 1.6}",,"{""amrap"": [8, 15], ""for_time"": [10, 21], ""emom"": [5, 10], ""interval"": [6, 12]}",,,,true,1,substitution
hanging_knee_raise,Hanging Knee Raises,gym,core|pull_v,G,high,low,reps,reps,,2,1,rig,1.6,,"{""scaled"": 2.08, ""inter"": 1.84, ""rx"": 1.6, ""rxplus"": 1.47, ""elite"": 1.36, ""pro"": 1.28}",,"{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 15]}",,,,true,1,substitution
legless_rope_climb,Legless Rope Climbs,gym,pull_v,G,high,low,reps,reps,,2,0,rope,20.0,,"{""scaled"": 26.0, ""inter"": 23.0, ""rx"": 20.0, ""rxplus"": 18.4, ""elite"": 17.0, ""pro"": 16.0}",,"{""amrap"": [1, 3], ""for_time"": [1, 4], ""emom"": [1, 1], ""interval"": [1, 2]}",,,,true,1,variante haute
ring_dip_banded,Banded Ring Dips,gym,push_v,G,low,high,reps,reps,,2,0,rings|band,2.2,,"{""scaled"": 2.86, ""inter"": 2.53, ""rx"": 2.2, ""rxplus"": 2.02, ""elite"": 1.87, ""pro"": 1.76}",,"{""amrap"": [6, 12], ""for_time"": [9, 21], ""emom"": [4, 8], ""interval"": [5, 10]}",,,,true,1,substitution
box_pistol,Box Pistols,bodyweight,squat,G,none,none,reps,reps,,2,1,box,2.5,,"{""scaled"": 3.25, ""inter"": 2.88, ""rx"": 2.5, ""rxplus"": 2.3, ""elite"": 2.12, ""pro"": 2.0}",,"{""amrap"": [8, 15], ""for_time"": [10, 20], ""emom"": [5, 10], ""interval"": [6, 12]}",,,,true,1,substitution
pistol_to_box,Pistols To Box,bodyweight,squat,G,none,none,reps,reps,,2,1,box,2.8,,"{""scaled"": 3.64, ""inter"": 3.22, ""rx"": 2.8, ""rxplus"": 2.58, ""elite"": 2.38, ""pro"": 2.24}",,"{""amrap"": [6, 12], ""for_time"": [8, 20], ""emom"": [4, 8], ""interval"": [5, 10]}",,,,true,1,substitution
half_wall_walk,Half Wall Walks,gym,push_v|core,G,none,high,reps,reps,,2,1,wall,10.0,,"{""scaled"": 13.0, ""inter"": 11.5, ""rx"": 10.0, ""rxplus"": 9.2, ""elite"": 8.5, ""pro"": 8.0}",,"{""amrap"": [3, 6], ""for_time"": [4, 10], ""emom"": [2, 4], ""interval"": [3, 5]}",,,,true,1,substitution
pike_push_up,Pike Push-Ups,bodyweight,push_v,G,none,high,reps,reps,,3,2,box,2.2,,"{""scaled"": 2.86, ""inter"": 2.53, ""rx"": 2.2, ""rxplus"": 2.02, ""elite"": 1.87, ""pro"": 1.76}",,"{""amrap"": [8, 15], ""for_time"": [10, 21], ""emom"": [5, 10], ""interval"": [6, 12]}",,,,true,1,substitution HSPU
knee_push_up,Knee Push-Ups,bodyweight,push_h,G,none,low,reps,reps,,2,2,,1.6,,"{""scaled"": 2.08, ""inter"": 1.84, ""rx"": 1.6, ""rxplus"": 1.47, ""elite"": 1.36, ""pro"": 1.28}",,"{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 16]}",,,,true,1,substitution
bear_crawl,Bear Crawl,bodyweight,core|push_h,M,none,low,m,m,,2,3,,1.5,,"{""scaled"": 1.95, ""inter"": 1.72, ""rx"": 1.5, ""rxplus"": 1.38, ""elite"": 1.27, ""pro"": 1.2}",,"{""amrap"": [10, 25], ""for_time"": [10, 50], ""emom"": [10, 20], ""interval"": [10, 20]}",,,,true,1,substitution HS walk
inchworm,Inchworms,bodyweight,core|push_h,M,none,low,reps,reps,,2,2,,5.0,,"{""scaled"": 6.5, ""inter"": 5.75, ""rx"": 5.0, ""rxplus"": 4.6, ""elite"": 4.25, ""pro"": 4.0}",,"{""amrap"": [5, 10], ""for_time"": [5, 15], ""emom"": [3, 6], ""interval"": [4, 8]}",,,,true,1,substitution wall walk
handstand_shoulder_tap,Handstand Shoulder Taps,gym,push_v|core,G,none,high,reps,reps,,2,0,wall,1.2,,"{""scaled"": 1.56, ""inter"": 1.38, ""rx"": 1.2, ""rxplus"": 1.1, ""elite"": 1.02, ""pro"": 0.96}",,"{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 16]}",,,,true,1,substitution HS walk
box_step_over,Box Step Over,box,lunge,M,none,none,reps,reps,cm,3,4,box,2.8,,"{""scaled"": 3.64, ""inter"": 3.22, ""rx"": 2.8, ""rxplus"": 2.58, ""elite"": 2.38, ""pro"": 2.24}","{""scaled"": {""light"": [50, 40], ""medium"": [50, 40], ""heavy"": [50, 40]}, ""inter"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rx"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rxplus"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""elite"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}, ""pro"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}}","{""amrap"": [8, 15], ""for_time"": [10, 30], ""emom"": [5, 10], ""interval"": [6, 12]}",,,,true,1,substitution BJO
rope_pull_from_floor,Rope Pulls From Floor,gym,pull_v,G,high,low,reps,reps,,2,0,rope,6.0,,"{""scaled"": 7.8, ""inter"": 6.9, ""rx"": 6.0, ""rxplus"": 5.52, ""elite"": 5.1, ""pro"": 4.8}",,"{""amrap"": [3, 6], ""for_time"": [3, 10], ""emom"": [2, 4], ""interval"": [2, 5]}",,,,true,1,substitution rope climb
box_dip,Box Dips,bodyweight,push_v,G,low,high,reps,reps,,2,1,box,1.8,,"{""scaled"": 2.34, ""inter"": 2.07, ""rx"": 1.8, ""rxplus"": 1.66, ""elite"": 1.53, ""pro"": 1.44}",,"{""amrap"": [8, 15], ""for_time"": [10, 25], ""emom"": [5, 10], ""interval"": [6, 12]}",,,,true,1,substitution ring dip
