wod_ref,member_ref,jour,unite,valeur,categorie
w039,m112,2026-09-08,temps,17:17,Scaled
w039,m106,2026-09-08,temps,17:43,RX
w039,m107,2026-09-08,temps,16:40,RX
w039,m008,2026-09-08,temps,14:28,Scaled
w039,m084,2026-09-08,temps,16:13,RX
w039,m080,2026-09-08,temps,15:52,RX
w039,m104,2026-09-08,temps,14:59,RX
w039,m147,2026-09-08,temps,17:42,Scaled
w039,m013,2026-09-08,temps,13:25,Scaled
w039,m095,2026-09-08,temps,16:21,RX
w039,m051,2026-09-08,temps,14:30,RX
w039,m068,2026-09-08,temps,16:13,RX
w039,m023,2026-09-08,temps,13:10,RX
w039,m102,2026-09-08,temps,15:41,RX
w039,m085,2026-09-08,temps,14:13,RX
w039,m033,2026-09-08,temps,15:38,RX
w039,m133,2026-09-08,temps,16:51,Scaled
w039,m048,2026-09-08,temps,14:33,Scaled
w041,m061,2026-09-09,reps,190,Scaled
w041,m120,2026-09-09,reps,183,RX
w041,m075,2026-09-09,reps,169,RX
w041,m004,2026-09-09,reps,210,RX
w041,m025,2026-09-09,reps,196,RX
w041,m063,2026-09-09,reps,229,RX
w041,m111,2026-09-09,reps,183,RX
w041,m113,2026-09-09,reps,147,Scaled
w041,m127,2026-09-09,reps,141,Scaled
w041,m006,2026-09-09,reps,215,RX
w041,m042,2026-09-09,reps,202,RX
w041,m147,2026-09-09,reps,129,RX
w041,m109,2026-09-09,reps,163,RX
w041,m045,2026-09-09,reps,203,RX
w041,m069,2026-09-09,reps,190,RX
w041,m005,2026-09-09,reps,261,RX
w041,m090,2026-09-09,reps,198,RX
w041,m110,2026-09-09,reps,149,Scaled
w041,m002,2026-09-09,reps,252,RX
w041,m150,2026-09-09,reps,125,Scaled
w041,m048,2026-09-09,reps,198,RX
w041,m033,2026-09-09,reps,204,RX
w041,m130,2026-09-09,reps,175,RX
w041,m114,2026-09-09,reps,155,Scaled
w041,m140,2026-09-09,reps,179,RX
w041,m078,2026-09-09,reps,208,RX
w041,m053,2026-09-09,reps,192,RX
w041,m115,2026-09-09,reps,171,RX
w041,m085,2026-09-09,reps,157,RX
w041,m099,2026-09-09,reps,191,Scaled
w041,m091,2026-09-09,reps,174,RX
w041,m068,2026-09-09,reps,165,RX
w041,m036,2026-09-09,reps,203,RX
w041,m087,2026-09-09,reps,208,RX
w041,m067,2026-09-09,reps,198,RX
w041,m135,2026-09-09,reps,157,RX
w041,m050,2026-09-09,reps,204,RX
w041,m059,2026-09-09,reps,184,RX
w041,m083,2026-09-09,reps,167,RX
w041,m026,2026-09-09,reps,208,RX
w041,m070,2026-09-09,reps,179,RX
w041,m149,2026-09-09,reps,120,RX
w043,m101,2026-09-10,charge,95,Scaled
w043,m063,2026-09-10,charge,90,RX
w043,m089,2026-09-10,charge,105,RX
w043,m057,2026-09-10,charge,100,Scaled
w043,m072,2026-09-10,charge,95,Scaled
w043,m070,2026-09-10,charge,110,RX
w043,m007,2026-09-10,charge,115,RX
w043,m122,2026-09-10,charge,90,RX
w043,m011,2026-09-10,charge,120,RX
w043,m032,2026-09-10,charge,125,RX
w043,m061,2026-09-10,charge,100,Scaled
w043,m013,2026-09-10,charge,115,RX
w043,m050,2026-09-10,charge,125,Scaled
w043,m119,2026-09-10,charge,80,RX
w043,m145,2026-09-10,charge,70,RX
w043,m067,2026-09-10,charge,105,RX
w043,m041,2026-09-10,charge,110,RX
w043,m105,2026-09-10,charge,90,RX
w043,m115,2026-09-10,charge,85,RX
w043,m126,2026-09-10,charge,85,Scaled
w043,m144,2026-09-10,charge,60,RX
w043,m088,2026-09-10,charge,85,RX
w043,m130,2026-09-10,charge,90,RX
w043,m138,2026-09-10,charge,75,RX
w043,m080,2026-09-10,charge,115,RX
w043,m137,2026-09-10,charge,95,RX
w043,m071,2026-09-10,charge,100,RX
w043,m068,2026-09-10,charge,115,RX
w043,m019,2026-09-10,charge,125,Scaled
w043,m142,2026-09-10,charge,60,RX
w043,m147,2026-09-10,charge,80,Scaled
w043,m043,2026-09-10,charge,105,RX
w043,m026,2026-09-10,charge,105,RX
w043,m100,2026-09-10,charge,95,Scaled
w043,m045,2026-09-10,charge,110,RX
w043,m125,2026-09-10,charge,80,RX
w043,m001,2026-09-10,charge,155,RX
w044,m069,2026-09-10,temps,15:17,RX
w044,m051,2026-09-10,temps,15:06,RX
w044,m057,2026-09-10,temps,15:35,RX
w044,m054,2026-09-10,temps,14:18,Scaled
w044,m055,2026-09-10,temps,14:38,Scaled
w044,m058,2026-09-10,temps,14:51,RX
w044,m039,2026-09-10,temps,15:12,RX
w044,m098,2026-09-10,temps,15:19,RX
w044,m001,2026-09-10,temps,12:52,RX
w044,m073,2026-09-10,temps,14:46,RX
w044,m123,2026-09-10,temps,15:34,RX
w044,m034,2026-09-10,temps,13:59,RX
w044,m134,2026-09-10,temps,15:01,Scaled
w044,m022,2026-09-10,temps,15:30,RX
w044,m035,2026-09-10,temps,15:37,RX
w044,m128,2026-09-10,temps,18:52,Scaled
w044,m149,2026-09-10,temps,19:20,Scaled
w044,m062,2026-09-10,temps,16:07,RX
w044,m042,2026-09-10,temps,14:19,RX
w044,m138,2026-09-10,temps,16:36,RX
w044,m110,2026-09-10,temps,17:19,RX
w044,m137,2026-09-10,temps,16:13,RX
w044,m016,2026-09-10,temps,14:43,RX
w044,m037,2026-09-10,temps,14:38,RX
w044,m007,2026-09-10,temps,13:49,Scaled
w044,m009,2026-09-10,temps,12:53,RX
w044,m029,2026-09-10,temps,14:37,RX
w044,m005,2026-09-10,temps,12:23,RX
w044,m130,2026-09-10,temps,15:21,RX
w044,m081,2026-09-10,temps,14:04,Scaled
w044,m059,2026-09-10,temps,14:10,RX
w044,m118,2026-09-10,temps,16:29,RX
w044,m105,2026-09-10,temps,15:48,Scaled
w044,m124,2026-09-10,temps,15:40,RX
w044,m114,2026-09-10,temps,14:13,RX
w044,m050,2026-09-10,temps,13:39,RX
w044,m132,2026-09-10,temps,16:58,Scaled
w044,m021,2026-09-10,temps,15:24,RX
w044,m025,2026-09-10,temps,14:30,RX
w044,m011,2026-09-10,temps,15:17,RX
w044,m018,2026-09-10,temps,13:12,RX
w044,m086,2026-09-10,temps,15:55,RX
w044,m092,2026-09-10,temps,16:36,RX
w044,m028,2026-09-10,temps,15:25,Scaled
w044,m097,2026-09-10,temps,14:44,RX
w044,m129,2026-09-10,temps,17:03,RX
w044,m103,2026-09-10,temps,16:19,Scaled
w044,m131,2026-09-10,temps,17:28,RX
w044,m061,2026-09-10,temps,15:02,Scaled
w044,m085,2026-09-10,temps,15:17,RX
w045,m013,2026-09-11,reps,223,Scaled
w045,m135,2026-09-11,reps,161,RX
w045,m091,2026-09-11,reps,203,RX
w045,m131,2026-09-11,reps,181,RX
w045,m083,2026-09-11,reps,200,RX
w045,m027,2026-09-11,reps,205,RX
w045,m138,2026-09-11,reps,140,Scaled
w045,m073,2026-09-11,reps,179,RX
w045,m142,2026-09-11,reps,117,RX
w045,m109,2026-09-11,reps,160,RX
w045,m051,2026-09-11,reps,169,RX
w045,m034,2026-09-11,reps,202,Scaled
w045,m107,2026-09-11,reps,185,Scaled
w045,m074,2026-09-11,reps,185,Scaled
w045,m149,2026-09-11,reps,124,RX
w045,m015,2026-09-11,reps,218,Scaled
w045,m088,2026-09-11,reps,191,Scaled
w045,m105,2026-09-11,reps,182,Scaled
w045,m012,2026-09-11,reps,217,Scaled
w045,m145,2026-09-11,reps,113,RX
w045,m040,2026-09-11,reps,184,RX
w045,m093,2026-09-11,reps,191,RX
w045,m009,2026-09-11,reps,205,RX
w045,m144,2026-09-11,reps,141,RX
w045,m094,2026-09-11,reps,214,RX
w045,m049,2026-09-11,reps,193,RX
w045,m080,2026-09-11,reps,217,RX
w045,m119,2026-09-11,reps,162,RX
w045,m021,2026-09-11,reps,200,RX
w045,m076,2026-09-11,reps,190,RX
w045,m125,2026-09-11,reps,176,Scaled
w045,m079,2026-09-11,reps,183,RX
w045,m089,2026-09-11,reps,174,RX
w045,m007,2026-09-11,reps,201,RX
w045,m062,2026-09-11,reps,209,Scaled
w045,m133,2026-09-11,reps,134,RX
w045,m019,2026-09-11,reps,204,RX
w045,m122,2026-09-11,reps,144,RX
w045,m072,2026-09-11,reps,213,RX
w045,m033,2026-09-11,reps,228,Scaled
w045,m078,2026-09-11,reps,211,Scaled
w045,m035,2026-09-11,reps,226,Scaled
w045,m104,2026-09-11,reps,149,RX
w045,m137,2026-09-11,reps,166,Scaled
w045,m010,2026-09-11,reps,219,Scaled
w045,m106,2026-09-11,reps,201,RX
w045,m066,2026-09-11,reps,168,RX
w045,m063,2026-09-11,reps,199,Scaled
w045,m008,2026-09-11,reps,248,RX
w045,m084,2026-09-11,reps,166,RX
w045,m116,2026-09-11,reps,150,RX
w045,m067,2026-09-11,reps,219,RX
w047,m021,2026-09-12,temps,13:47,RX
w047,m110,2026-09-12,temps,16:24,RX
w047,m066,2026-09-12,temps,15:50,RX
w047,m126,2026-09-12,temps,17:43,Scaled
w047,m048,2026-09-12,temps,16:28,RX
w047,m014,2026-09-12,temps,13:13,RX
w047,m009,2026-09-12,temps,13:32,Scaled
w047,m106,2026-09-12,temps,17:26,RX
w047,m133,2026-09-12,temps,15:46,Scaled
w047,m054,2026-09-12,temps,15:02,RX
w047,m125,2026-09-12,temps,18:00,RX
w047,m045,2026-09-12,temps,13:56,RX
w047,m081,2026-09-12,temps,16:52,Scaled
w047,m128,2026-09-12,temps,17:46,Scaled
w047,m065,2026-09-12,temps,15:08,RX
w047,m086,2026-09-12,temps,14:05,RX
w047,m062,2026-09-12,temps,15:39,RX
w047,m097,2026-09-12,temps,15:29,Scaled
w047,m119,2026-09-12,temps,18:42,RX
w047,m131,2026-09-12,temps,16:58,RX
w047,m120,2026-09-12,temps,17:38,RX
w047,m025,2026-09-12,temps,14:10,RX
w047,m057,2026-09-12,temps,14:31,RX
w047,m069,2026-09-12,temps,15:10,RX
w047,m122,2026-09-12,temps,17:33,RX
w047,m061,2026-09-12,temps,14:20,RX
w047,m068,2026-09-12,temps,14:53,RX
w047,m115,2026-09-12,temps,16:45,RX
w047,m024,2026-09-12,temps,14:42,Scaled
w047,m136,2026-09-12,temps,18:27,RX
w047,m005,2026-09-12,temps,13:53,RX
w047,m016,2026-09-12,temps,13:58,RX
w047,m034,2026-09-12,temps,13:56,RX
w047,m138,2026-09-12,temps,18:14,RX
