member_ref,mouvement,badge_key,palier,debloque
m105,chest_to_bar,mv_c2b_500,500,true
m106,snatch,mv_snatch_100,100,true
m106,snatch,mv_snatch_500,500,true
m106,ring_muscle_up,mv_ring_mu_50,50,true
m106,ring_muscle_up,mv_ring_mu_200,200,true
m106,ring_muscle_up,mv_ring_mu_500,500,true
m106,squat,mv_squat_100,100,true
m106,squat,mv_squat_500,500,true
m106,squat,mv_squat_1000,1000,true
m106,wall_ball,mv_wallball_100,100,true
m106,wall_ball,mv_wallball_500,500,true
m106,wall_ball,mv_wallball_1000,1000,true
m106,wall_ball,mv_wallball_5000,5000,true
m106,chest_to_bar,mv_c2b_100,100,true
m106,chest_to_bar,mv_c2b_500,500,true
m106,chest_to_bar,mv_c2b_1000,1000,true
m106,hspu,mv_hspu_100,100,true
m106,toes_to_bar,mv_t2b_100,100,true
m106,toes_to_bar,mv_t2b_500,500,true
m107,wall_ball,mv_wallball_100,100,true
m107,wall_ball,mv_wallball_500,500,true
m107,squat,mv_squat_100,100,true
m107,squat,mv_squat_500,500,true
m107,chest_to_bar,mv_c2b_100,100,true
m107,chest_to_bar,mv_c2b_500,500,true
m107,chest_to_bar,mv_c2b_1000,1000,true
m108,squat,mv_squat_100,100,true
m108,squat,mv_squat_500,500,true
m108,squat,mv_squat_1000,1000,true
m108,squat,mv_squat_5000,5000,true
m108,pull_up,mv_pullup_100,100,true
m108,double_under,mv_du_500,500,true
m108,deadlift,mv_deadlifts_100,100,true
m108,toes_to_bar,mv_t2b_100,100,true
m108,toes_to_bar,mv_t2b_500,500,true
m108,ring_muscle_up,mv_ring_mu_50,50,true
m108,ring_muscle_up,mv_ring_mu_200,200,true
m108,ring_muscle_up,mv_ring_mu_500,500,true
m108,snatch,mv_snatch_100,100,true
m108,snatch,mv_snatch_500,500,true
m108,snatch,mv_snatch_1000,1000,true
m108,snatch,mv_snatch_5000,5000,true
m109,snatch,mv_snatch_100,100,true
m109,pull_up,mv_pullup_100,100,true
m109,pull_up,mv_pullup_500,500,true
m109,chest_to_bar,mv_c2b_100,100,true
m109,chest_to_bar,mv_c2b_500,500,true
m109,squat,mv_squat_100,100,true
m109,squat,mv_squat_500,500,true
m109,squat,mv_squat_1000,1000,true
m109,ring_muscle_up,mv_ring_mu_50,50,true
m109,ring_muscle_up,mv_ring_mu_200,200,true
m109,ring_muscle_up,mv_ring_mu_500,500,true
m109,deadlift,mv_deadlifts_100,100,true
m109,deadlift,mv_deadlifts_500,500,true
m109,toes_to_bar,mv_t2b_100,100,true
m109,toes_to_bar,mv_t2b_500,500,true
m109,toes_to_bar,mv_t2b_1000,1000,true
m110,double_under,mv_du_500,500,true
m110,pull_up,mv_pullup_100,100,true
m110,pull_up,mv_pullup_500,500,true
m110,pull_up,mv_pullup_1000,1000,true
m110,pull_up,mv_pullup_5000,5000,true
m110,wall_ball,mv_wallball_100,100,true
m110,snatch,mv_snatch_100,100,true
m110,snatch,mv_snatch_500,500,true
m110,snatch,mv_snatch_1000,1000,true
m110,snatch,mv_snatch_5000,5000,true
m110,hspu,mv_hspu_100,100,true
m110,toes_to_bar,mv_t2b_100,100,true
m110,toes_to_bar,mv_t2b_500,500,true
m110,toes_to_bar,mv_t2b_1000,1000,true
m110,chest_to_bar,mv_c2b_100,100,true
m110,chest_to_bar,mv_c2b_500,500,true
m110,chest_to_bar,mv_c2b_1000,1000,true
m111,hspu,mv_hspu_100,100,true
m111,pull_up,mv_pullup_100,100,true
m111,pull_up,mv_pullup_500,500,true
m111,pull_up,mv_pullup_1000,1000,true
m111,squat,mv_squat_100,100,true
m111,squat,mv_squat_500,500,true
m111,squat,mv_squat_1000,1000,true
m111,box_jump,mv_box_jump_100,100,true
m111,toes_to_bar,mv_t2b_100,100,true
m111,toes_to_bar,mv_t2b_500,500,true
m111,ring_muscle_up,mv_ring_mu_50,50,true
m111,ring_muscle_up,mv_ring_mu_200,200,true
m111,wall_ball,mv_wallball_100,100,true
m111,wall_ball,mv_wallball_500,500,true
m112,double_under,mv_du_500,500,true
m112,double_under,mv_du_2000,2000,true
m112,ring_muscle_up,mv_ring_mu_50,50,true
m112,ring_muscle_up,mv_ring_mu_200,200,true
m112,clean_and_jerk,mv_cj_100,100,true
m112,box_jump,mv_box_jump_100,100,true
m112,snatch,mv_snatch_100,100,true
m112,snatch,mv_snatch_500,500,true
m112,snatch,mv_snatch_1000,1000,true
m112,snatch,mv_snatch_5000,5000,true
m112,squat,mv_squat_100,100,true
m112,squat,mv_squat_500,500,true
m112,squat,mv_squat_1000,1000,true
m112,squat,mv_squat_5000,5000,true
m113,squat,mv_squat_100,100,true
m113,squat,mv_squat_500,500,true
m113,pull_up,mv_pullup_100,100,true
m113,pull_up,mv_pullup_500,500,true
m113,ring_muscle_up,mv_ring_mu_50,50,true
m113,clean_and_jerk,mv_cj_100,100,true
m113,clean_and_jerk,mv_cj_500,500,true
m113,clean_and_jerk,mv_cj_1000,1000,true
m113,clean_and_jerk,mv_cj_5000,5000,true
m113,wall_ball,mv_wallball_100,100,true
m113,wall_ball,mv_wallball_500,500,true
m113,wall_ball,mv_wallball_1000,1000,true
m113,snatch,mv_snatch_100,100,true
m113,snatch,mv_snatch_500,500,true
m113,snatch,mv_snatch_1000,1000,true
m113,hspu,mv_hspu_100,100,true
m113,hspu,mv_hspu_500,500,true
m113,hspu,mv_hspu_1000,1000,true
m114,toes_to_bar,mv_t2b_100,100,true
m114,toes_to_bar,mv_t2b_500,500,true
m114,toes_to_bar,mv_t2b_1000,1000,true
m114,clean_and_jerk,mv_cj_100,100,true
m114,chest_to_bar,mv_c2b_100,100,true
m114,chest_to_bar,mv_c2b_500,500,true
m114,chest_to_bar,mv_c2b_1000,1000,true
m114,wall_ball,mv_wallball_100,100,true
m115,chest_to_bar,mv_c2b_100,100,true
m115,double_under,mv_du_500,500,true
m115,double_under,mv_du_2000,2000,true
m115,double_under,mv_du_5000,5000,true
m115,double_under,mv_du_10000,10000,true
m115,ring_muscle_up,mv_ring_mu_50,50,true
m115,ring_muscle_up,mv_ring_mu_200,200,true
m115,snatch,mv_snatch_100,100,true
m115,snatch,mv_snatch_500,500,true
m115,snatch,mv_snatch_1000,1000,true
m115,toes_to_bar,mv_t2b_100,100,true
m115,wall_ball,mv_wallball_100,100,true
m115,wall_ball,mv_wallball_500,500,true
m116,ring_muscle_up,mv_ring_mu_50,50,true
m116,clean_and_jerk,mv_cj_100,100,true
m116,clean_and_jerk,mv_cj_500,500,true
m116,clean_and_jerk,mv_cj_1000,1000,true
m116,box_jump,mv_box_jump_100,100,true
m116,snatch,mv_snatch_100,100,true
m116,snatch,mv_snatch_500,500,true
m116,snatch,mv_snatch_1000,1000,true
m116,snatch,mv_snatch_5000,5000,true
m116,pull_up,mv_pullup_100,100,true
m116,pull_up,mv_pullup_500,500,true
m116,pull_up,mv_pullup_1000,1000,true
m117,hspu,mv_hspu_100,100,true
m117,hspu,mv_hspu_500,500,true
m117,hspu,mv_hspu_1000,1000,true
m117,wall_ball,mv_wallball_100,100,true
m117,wall_ball,mv_wallball_500,500,true
m117,wall_ball,mv_wallball_1000,1000,true
m117,wall_ball,mv_wallball_5000,5000,true
m117,pull_up,mv_pullup_100,100,true
m117,pull_up,mv_pullup_500,500,true
m117,toes_to_bar,mv_t2b_100,100,true
m118,ring_muscle_up,mv_ring_mu_50,50,true
m118,double_under,mv_du_500,500,true
m118,double_under,mv_du_2000,2000,true
m118,double_under,mv_du_5000,5000,true
m118,double_under,mv_du_10000,10000,true
m118,deadlift,mv_deadlifts_100,100,true
m118,deadlift,mv_deadlifts_500,500,true
m118,clean_and_jerk,mv_cj_100,100,true
m118,clean_and_jerk,mv_cj_500,500,true
m118,clean_and_jerk,mv_cj_1000,1000,true
m118,squat,mv_squat_100,100,true
m118,squat,mv_squat_500,500,true
m118,squat,mv_squat_1000,1000,true
m118,squat,mv_squat_5000,5000,true
m118,wall_ball,mv_wallball_100,100,true
m118,wall_ball,mv_wallball_500,500,true
m119,deadlift,mv_deadlifts_100,100,true
m119,deadlift,mv_deadlifts_500,500,true
m119,hspu,mv_hspu_100,100,true
m119,clean_and_jerk,mv_cj_100,100,true
m119,clean_and_jerk,mv_cj_500,500,true
m119,wall_ball,mv_wallball_100,100,true
m119,wall_ball,mv_wallball_500,500,true
m119,wall_ball,mv_wallball_1000,1000,true
m119,wall_ball,mv_wallball_5000,5000,true
m119,pull_up,mv_pullup_100,100,true
m120,double_under,mv_du_500,500,true
m120,double_under,mv_du_2000,2000,true
m120,double_under,mv_du_5000,5000,true
m120,ring_muscle_up,mv_ring_mu_50,50,true
m121,deadlift,mv_deadlifts_100,100,true
m121,deadlift,mv_deadlifts_500,500,true
m121,double_under,mv_du_500,500,true
m121,double_under,mv_du_2000,2000,true
m121,double_under,mv_du_5000,5000,true
m121,double_under,mv_du_10000,10000,true
m121,chest_to_bar,mv_c2b_100,100,true
m121,chest_to_bar,mv_c2b_500,500,true
m121,pull_up,mv_pullup_100,100,true
m121,pull_up,mv_pullup_500,500,true
m121,pull_up,mv_pullup_1000,1000,true
m121,clean_and_jerk,mv_cj_100,100,true
m121,clean_and_jerk,mv_cj_500,500,true
m121,clean_and_jerk,mv_cj_1000,1000,true
m121,clean_and_jerk,mv_cj_5000,5000,true
m122,pull_up,mv_pullup_100,100,true
m122,pull_up,mv_pullup_500,500,true
m122,pull_up,mv_pullup_1000,1000,true
m122,toes_to_bar,mv_t2b_100,100,true
m122,toes_to_bar,mv_t2b_500,500,true
m122,toes_to_bar,mv_t2b_1000,1000,true
m123,ring_muscle_up,mv_ring_mu_50,50,true
m123,box_jump,mv_box_jump_100,100,true
m123,box_jump,mv_box_jump_500,500,true
m123,box_jump,mv_box_jump_1000,1000,true
m123,squat,mv_squat_100,100,true
m123,snatch,mv_snatch_100,100,true
m123,snatch,mv_snatch_500,500,true
m123,snatch,mv_snatch_1000,1000,true
m123,chest_to_bar,mv_c2b_100,100,true
m123,chest_to_bar,mv_c2b_500,500,true
m123,chest_to_bar,mv_c2b_1000,1000,true
m124,box_jump,mv_box_jump_100,100,true
m124,double_under,mv_du_500,500,true
m125,double_under,mv_du_500,500,true
m125,wall_ball,mv_wallball_100,100,true
m125,wall_ball,mv_wallball_500,500,true
m125,wall_ball,mv_wallball_1000,1000,true
m125,wall_ball,mv_wallball_5000,5000,true
m125,chest_to_bar,mv_c2b_100,100,true
m125,chest_to_bar,mv_c2b_500,500,true
m125,chest_to_bar,mv_c2b_1000,1000,true
m126,clean_and_jerk,mv_cj_100,100,true
m126,clean_and_jerk,mv_cj_500,500,true
m126,clean_and_jerk,mv_cj_1000,1000,true
m126,clean_and_jerk,mv_cj_5000,5000,true
m126,pull_up,mv_pullup_100,100,true
m126,squat,mv_squat_100,100,true
m126,squat,mv_squat_500,500,true
m126,squat,mv_squat_1000,1000,true
m126,ring_muscle_up,mv_ring_mu_50,50,true
m126,ring_muscle_up,mv_ring_mu_200,200,true
m126,ring_muscle_up,mv_ring_mu_500,500,true
m127,toes_to_bar,mv_t2b_100,100,true
m127,toes_to_bar,mv_t2b_500,500,true
m127,toes_to_bar,mv_t2b_1000,1000,true
m127,clean_and_jerk,mv_cj_100,100,true
m127,clean_and_jerk,mv_cj_500,500,true
m127,ring_muscle_up,mv_ring_mu_50,50,true
m127,pull_up,mv_pullup_100,100,true
m127,pull_up,mv_pullup_500,500,true
m127,pull_up,mv_pullup_1000,1000,true
m127,pull_up,mv_pullup_5000,5000,true
m127,wall_ball,mv_wallball_100,100,true
m128,clean_and_jerk,mv_cj_100,100,true
m128,clean_and_jerk,mv_cj_500,500,true
m128,clean_and_jerk,mv_cj_1000,1000,true
m128,clean_and_jerk,mv_cj_5000,5000,true
m128,pull_up,mv_pullup_100,100,true
m128,pull_up,mv_pullup_500,500,true
m128,pull_up,mv_pullup_1000,1000,true
m128,pull_up,mv_pullup_5000,5000,true
m128,deadlift,mv_deadlifts_100,100,true
m128,deadlift,mv_deadlifts_500,500,true
m128,ring_muscle_up,mv_ring_mu_50,50,true
m128,ring_muscle_up,mv_ring_mu_200,200,true
m128,ring_muscle_up,mv_ring_mu_500,500,true
m129,hspu,mv_hspu_100,100,true
m129,hspu,mv_hspu_500,500,true
m129,hspu,mv_hspu_1000,1000,true
m129,box_jump,mv_box_jump_100,100,true
m129,pull_up,mv_pullup_100,100,true
m129,chest_to_bar,mv_c2b_100,100,true
m129,chest_to_bar,mv_c2b_500,500,true
m129,chest_to_bar,mv_c2b_1000,1000,true
m130,wall_ball,mv_wallball_100,100,true
m130,wall_ball,mv_wallball_500,500,true
m130,wall_ball,mv_wallball_1000,1000,true
m130,wall_ball,mv_wallball_5000,5000,true
m130,ring_muscle_up,mv_ring_mu_50,50,true
m130,ring_muscle_up,mv_ring_mu_200,200,true
m130,ring_muscle_up,mv_ring_mu_500,500,true
m131,chest_to_bar,mv_c2b_100,100,true
m131,wall_ball,mv_wallball_100,100,true
m132,double_under,mv_du_500,500,true
m132,snatch,mv_snatch_100,100,true
m132,snatch,mv_snatch_500,500,true
m132,pull_up,mv_pullup_100,100,true
m132,pull_up,mv_pullup_500,500,true
m132,pull_up,mv_pullup_1000,1000,true
m132,toes_to_bar,mv_t2b_100,100,true
m132,toes_to_bar,mv_t2b_500,500,true
m132,toes_to_bar,mv_t2b_1000,1000,true
m133,deadlift,mv_deadlifts_100,100,true
m133,hspu,mv_hspu_100,100,true
m133,hspu,mv_hspu_500,500,true
m133,hspu,mv_hspu_1000,1000,true
m133,box_jump,mv_box_jump_100,100,true
m133,box_jump,mv_box_jump_500,500,true
m133,box_jump,mv_box_jump_1000,1000,true
m134,snatch,mv_snatch_100,100,true
m134,double_under,mv_du_500,500,true
m134,box_jump,mv_box_jump_100,100,true
m134,box_jump,mv_box_jump_500,500,true
m134,box_jump,mv_box_jump_1000,1000,true
m134,pull_up,mv_pullup_100,100,true
m134,pull_up,mv_pullup_500,500,true
m134,pull_up,mv_pullup_1000,1000,true
m134,deadlift,mv_deadlifts_100,100,true
m134,toes_to_bar,mv_t2b_100,100,true
m134,toes_to_bar,mv_t2b_500,500,true
m134,toes_to_bar,mv_t2b_1000,1000,true
m135,squat,mv_squat_100,100,true
m135,squat,mv_squat_500,500,true
m135,squat,mv_squat_1000,1000,true
m135,squat,mv_squat_5000,5000,true
m135,clean_and_jerk,mv_cj_100,100,true
m135,clean_and_jerk,mv_cj_500,500,true
m135,clean_and_jerk,mv_cj_1000,1000,true
m135,toes_to_bar,mv_t2b_100,100,true
m135,toes_to_bar,mv_t2b_500,500,true
m135,ring_muscle_up,mv_ring_mu_50,50,true
m135,pull_up,mv_pullup_100,100,true
m135,pull_up,mv_pullup_500,500,true
m135,pull_up,mv_pullup_1000,1000,true
m136,wall_ball,mv_wallball_100,100,true
m136,squat,mv_squat_100,100,true
m136,squat,mv_squat_500,500,true
m136,squat,mv_squat_1000,1000,true
m136,squat,mv_squat_5000,5000,true
m136,pull_up,mv_pullup_100,100,true
m136,pull_up,mv_pullup_500,500,true
m136,pull_up,mv_pullup_1000,1000,true
m136,pull_up,mv_pullup_5000,5000,true
m136,ring_muscle_up,mv_ring_mu_50,50,true
m136,ring_muscle_up,mv_ring_mu_200,200,true
m136,ring_muscle_up,mv_ring_mu_500,500,true
m137,pull_up,mv_pullup_100,100,true
m137,pull_up,mv_pullup_500,500,true
m137,pull_up,mv_pullup_1000,1000,true
m137,clean_and_jerk,mv_cj_100,100,true
m137,hspu,mv_hspu_100,100,true
m137,hspu,mv_hspu_500,500,true
m137,hspu,mv_hspu_1000,1000,true
m137,squat,mv_squat_100,100,true
m137,squat,mv_squat_500,500,true
m137,toes_to_bar,mv_t2b_100,100,true
m137,toes_to_bar,mv_t2b_500,500,true
m137,box_jump,mv_box_jump_100,100,true
m137,box_jump,mv_box_jump_500,500,true
m137,box_jump,mv_box_jump_1000,1000,true
m137,chest_to_bar,mv_c2b_100,100,true
m137,chest_to_bar,mv_c2b_500,500,true
m137,chest_to_bar,mv_c2b_1000,1000,true
m138,deadlift,mv_deadlifts_100,100,true
m138,deadlift,mv_deadlifts_500,500,true
m138,pull_up,mv_pullup_100,100,true
m138,pull_up,mv_pullup_500,500,true
m138,wall_ball,mv_wallball_100,100,true
m138,wall_ball,mv_wallball_500,500,true
m138,wall_ball,mv_wallball_1000,1000,true
m138,wall_ball,mv_wallball_5000,5000,true
m139,deadlift,mv_deadlifts_100,100,true
m139,deadlift,mv_deadlifts_500,500,true
m139,deadlift,mv_deadlifts_1000,1000,true
m139,chest_to_bar,mv_c2b_100,100,true
m139,hspu,mv_hspu_100,100,true
m139,hspu,mv_hspu_500,500,true
m139,hspu,mv_hspu_1000,1000,true
m140,clean_and_jerk,mv_cj_100,100,true
m140,clean_and_jerk,mv_cj_500,500,true
m140,clean_and_jerk,mv_cj_1000,1000,true
m140,pull_up,mv_pullup_100,100,true
m140,pull_up,mv_pullup_500,500,true
m140,pull_up,mv_pullup_1000,1000,true
m140,box_jump,mv_box_jump_100,100,true
m140,box_jump,mv_box_jump_500,500,true
m140,box_jump,mv_box_jump_1000,1000,true
m140,squat,mv_squat_100,100,true
m140,squat,mv_squat_500,500,true
m140,squat,mv_squat_1000,1000,true
m140,snatch,mv_snatch_100,100,true
m140,snatch,mv_snatch_500,500,true
m140,wall_ball,mv_wallball_100,100,true
m140,wall_ball,mv_wallball_500,500,true
m140,wall_ball,mv_wallball_1000,1000,true
m140,wall_ball,mv_wallball_5000,5000,true
m141,squat,mv_squat_100,100,true
m141,squat,mv_squat_500,500,true
m141,squat,mv_squat_1000,1000,true
m141,squat,mv_squat_5000,5000,true
m141,toes_to_bar,mv_t2b_100,100,true
m141,toes_to_bar,mv_t2b_500,500,true
m141,wall_ball,mv_wallball_100,100,true
m141,wall_ball,mv_wallball_500,500,true
m141,hspu,mv_hspu_100,100,true
m141,hspu,mv_hspu_500,500,true
m141,hspu,mv_hspu_1000,1000,true
m141,double_under,mv_du_500,500,true
m141,double_under,mv_du_2000,2000,true
m141,double_under,mv_du_5000,5000,true
m141,clean_and_jerk,mv_cj_100,100,true
m141,clean_and_jerk,mv_cj_500,500,true
m141,clean_and_jerk,mv_cj_1000,1000,true
m141,clean_and_jerk,mv_cj_5000,5000,true
m142,toes_to_bar,mv_t2b_100,100,true
m142,deadlift,mv_deadlifts_100,100,true
m142,deadlift,mv_deadlifts_500,500,true
m142,deadlift,mv_deadlifts_1000,1000,true
m142,deadlift,mv_deadlifts_5000,5000,true
m142,pull_up,mv_pullup_100,100,true
m142,squat,mv_squat_100,100,true
m142,squat,mv_squat_500,500,true
m142,squat,mv_squat_1000,1000,true
m142,squat,mv_squat_5000,5000,true
m142,box_jump,mv_box_jump_100,100,true
m142,box_jump,mv_box_jump_500,500,true
m142,box_jump,mv_box_jump_1000,1000,true
m143,squat,mv_squat_100,100,true
m143,squat,mv_squat_500,500,true
m143,toes_to_bar,mv_t2b_100,100,true
m143,toes_to_bar,mv_t2b_500,500,true
m143,toes_to_bar,mv_t2b_1000,1000,true
m144,ring_muscle_up,mv_ring_mu_50,50,true
m144,ring_muscle_up,mv_ring_mu_200,200,true
m144,ring_muscle_up,mv_ring_mu_500,500,true
m144,clean_and_jerk,mv_cj_100,100,true
m144,clean_and_jerk,mv_cj_500,500,true
m144,clean_and_jerk,mv_cj_1000,1000,true
m144,clean_and_jerk,mv_cj_5000,5000,true
m144,chest_to_bar,mv_c2b_100,100,true
m144,deadlift,mv_deadlifts_100,100,true
m144,deadlift,mv_deadlifts_500,500,true
m144,deadlift,mv_deadlifts_1000,1000,true
m145,toes_to_bar,mv_t2b_100,100,true
m145,clean_and_jerk,mv_cj_100,100,true
m145,deadlift,mv_deadlifts_100,100,true
m146,squat,mv_squat_100,100,true
m146,squat,mv_squat_500,500,true
m146,squat,mv_squat_1000,1000,true
m146,squat,mv_squat_5000,5000,true
m146,box_jump,mv_box_jump_100,100,true
m146,box_jump,mv_box_jump_500,500,true
m146,box_jump,mv_box_jump_1000,1000,true
m146,hspu,mv_hspu_100,100,true
m146,hspu,mv_hspu_500,500,true
m146,hspu,mv_hspu_1000,1000,true
m146,wall_ball,mv_wallball_100,100,true
m146,wall_ball,mv_wallball_500,500,true
m146,wall_ball,mv_wallball_1000,1000,true
m146,wall_ball,mv_wallball_5000,5000,true
m146,pull_up,mv_pullup_100,100,true
m146,pull_up,mv_pullup_500,500,true
m147,chest_to_bar,mv_c2b_100,100,true
m147,chest_to_bar,mv_c2b_500,500,true
m147,pull_up,mv_pullup_100,100,true
m147,pull_up,mv_pullup_500,500,true
m147,pull_up,mv_pullup_1000,1000,true
m147,pull_up,mv_pullup_5000,5000,true
m147,ring_muscle_up,mv_ring_mu_50,50,true
m147,ring_muscle_up,mv_ring_mu_200,200,true
m147,ring_muscle_up,mv_ring_mu_500,500,true
m147,clean_and_jerk,mv_cj_100,100,true
m147,clean_and_jerk,mv_cj_500,500,true
m147,clean_and_jerk,mv_cj_1000,1000,true
m147,clean_and_jerk,mv_cj_5000,5000,true
m147,squat,mv_squat_100,100,true
m147,squat,mv_squat_500,500,true
m148,chest_to_bar,mv_c2b_100,100,true
m148,chest_to_bar,mv_c2b_500,500,true
m148,clean_and_jerk,mv_cj_100,100,true
m148,clean_and_jerk,mv_cj_500,500,true
m148,clean_and_jerk,mv_cj_1000,1000,true
m148,deadlift,mv_deadlifts_100,100,true
m148,deadlift,mv_deadlifts_500,500,true
m148,toes_to_bar,mv_t2b_100,100,true
m148,toes_to_bar,mv_t2b_500,500,true
m148,toes_to_bar,mv_t2b_1000,1000,true
m148,pull_up,mv_pullup_100,100,true
m148,pull_up,mv_pullup_500,500,true
m148,wall_ball,mv_wallball_100,100,true
m148,wall_ball,mv_wallball_500,500,true
m148,wall_ball,mv_wallball_1000,1000,true
m148,wall_ball,mv_wallball_5000,5000,true
m148,squat,mv_squat_100,100,true
m149,pull_up,mv_pullup_100,100,true
m149,pull_up,mv_pullup_500,500,true
m149,pull_up,mv_pullup_1000,1000,true
m149,ring_muscle_up,mv_ring_mu_50,50,true
m149,chest_to_bar,mv_c2b_100,100,true
m149,chest_to_bar,mv_c2b_500,500,true
m149,chest_to_bar,mv_c2b_1000,1000,true
m149,toes_to_bar,mv_t2b_100,100,true
m150,chest_to_bar,mv_c2b_100,100,true
m150,chest_to_bar,mv_c2b_500,500,true
m150,pull_up,mv_pullup_100,100,true
m150,pull_up,mv_pullup_500,500,true
m150,pull_up,mv_pullup_1000,1000,true
m150,hspu,mv_hspu_100,100,true
m150,hspu,mv_hspu_500,500,true
m150,hspu,mv_hspu_1000,1000,true
