member_ref,jour,delta,elo_apres,source_type,source_ref
m019,2026-09-01,1,1223,wod_score,w032
m063,2026-09-01,0,1115,wod_score,w032
m029,2026-09-01,2,1196,wod_score,w032
m046,2026-09-01,1,1105,wod_score,w032
m098,2026-09-01,2,1074,wod_score,w032
m050,2026-09-01,2,1121,wod_score,w032
m052,2026-09-01,2,1147,wod_score,w032
m057,2026-09-01,1,1134,wod_score,w032
m073,2026-09-01,1,1124,wod_score,w032
m076,2026-09-01,2,1148,wod_score,w032
m056,2026-09-01,-3,1145,wod_score,w032
m081,2026-09-01,-1,1105,wod_score,w032
m065,2026-09-01,-3,1126,wod_score,w032
m031,2026-09-01,0,1192,wod_score,w032
m090,2026-09-01,0,1086,wod_score,w032
m044,2026-09-01,-1,1158,wod_score,w032
m025,2026-09-01,-2,1199,wod_score,w032
m049,2026-09-01,0,1184,wod_score,w032
m054,2026-09-01,-3,1137,wod_score,w032
m130,2026-09-01,0,998,wod_score,w032
m055,2026-09-01,0,1147,wod_score,w032
m096,2026-09-01,-3,1077,wod_score,w032
m107,2026-09-01,0,1050,wod_score,w032
m123,2026-09-01,-4,1026,wod_score,w032
m111,2026-09-01,-5,1039,wod_score,w032
m097,2026-09-01,-7,1068,wod_score,w032
m100,2026-09-01,-4,1064,wod_score,w032
m138,2026-09-01,-4,1005,wod_score,w032
m143,2026-09-01,-7,922,wod_score,w032
m113,2026-09-01,-6,1039,wod_score,w032
m088,2026-09-01,-9,1087,wod_score,w032
m133,2026-09-01,-11,935,wod_score,w032
m084,2026-09-01,-11,1109,wod_score,w032
m101,2026-09-01,-8,1084,wod_score,w032
m108,2026-09-01,-12,1051,wod_score,w032
m139,2026-09-01,-8,956,wod_score,w032
m005,2026-09-02,12,1265,wod_score,w033
m014,2026-09-02,8,1244,wod_score,w033
m011,2026-09-02,5,1218,wod_score,w033
m017,2026-09-02,7,1248,wod_score,w033
m057,2026-09-02,5,1139,wod_score,w033
m060,2026-09-02,0,1143,wod_score,w033
m055,2026-09-02,0,1147,wod_score,w033
m067,2026-09-02,2,1122,wod_score,w033
m079,2026-09-02,3,1104,wod_score,w033
m074,2026-09-02,0,1121,wod_score,w033
m076,2026-09-02,-2,1146,wod_score,w033
m022,2026-09-02,-1,1214,wod_score,w033
m095,2026-09-02,-3,1085,wod_score,w033
m052,2026-09-02,-2,1145,wod_score,w033
m125,2026-09-02,-1,1027,wod_score,w033
m133,2026-09-02,-7,928,wod_score,w033
m053,2026-09-02,-7,1147,wod_score,w033
m143,2026-09-02,-7,915,wod_score,w033
m137,2026-09-02,-11,980,wod_score,w033
m134,2026-09-02,-11,970,wod_score,w033
m140,2026-09-02,-8,964,wod_score,w033
m149,2026-09-03,20,968,match_win,t002-wb001
m122,2026-09-03,-20,1013,match_loss,t002-wb001
m013,2026-09-03,14,1207,match_win,t002-wb002
m076,2026-09-03,-14,1132,match_loss,t002-wb002
m012,2026-09-03,9,1298,match_win,t002-wb003
m048,2026-09-03,-9,1110,match_loss,t002-wb003
m070,2026-09-03,18,1129,match_win,t002-wb004
m062,2026-09-03,-18,1139,match_loss,t002-wb004
m030,2026-09-03,10,1216,match_win,t002-wb005
m104,2026-09-03,-10,1058,match_loss,t002-wb005
m068,2026-09-03,12,1153,match_win,t002-wb006
m128,2026-09-03,-12,1035,match_loss,t002-wb006
m071,2026-09-03,19,1080,match_win,t002-wb007
m078,2026-09-03,-19,1114,match_loss,t002-wb007
m034,2026-09-03,18,1158,match_win,t002-wb008
m049,2026-09-03,-18,1166,match_loss,t002-wb008
m006,2026-09-03,8,1227,match_win,t002-wb009
m131,2026-09-03,-8,1030,match_loss,t002-wb009
m083,2026-09-03,26,1127,match_win,t002-wb010
m002,2026-09-03,-26,1345,match_loss,t002-wb010
m005,2026-09-03,12,1277,match_win,t002-wb011
m058,2026-09-03,-12,1167,match_loss,t002-wb011
m061,2026-09-03,7,1134,match_win,t002-wb012
m143,2026-09-03,-7,908,match_loss,t002-wb012
m010,2026-09-03,6,1275,match_win,t002-wb013
m142,2026-09-03,-6,994,match_loss,t002-wb013
m082,2026-09-03,8,1136,match_win,t002-wb014
m133,2026-09-03,-8,920,match_loss,t002-wb014
m011,2026-09-03,5,1223,match_win,t002-wb015
m150,2026-09-03,-5,939,match_loss,t002-wb015
m016,2026-09-03,11,1220,match_win,t002-wb016
m046,2026-09-03,-11,1094,match_loss,t002-wb016
m143,2026-09-03,21,929,match_win,t002-lb001
m131,2026-09-03,-21,1009,match_loss,t002-lb001
m048,2026-09-03,13,1123,match_win,t002-lb002
m128,2026-09-03,-13,1022,match_loss,t002-lb002
m133,2026-09-03,29,949,match_win,t002-lb003
m002,2026-09-03,-29,1316,match_loss,t002-lb003
m046,2026-09-03,19,1113,match_win,t002-lb004
m058,2026-09-03,-19,1148,match_loss,t002-lb004
m049,2026-09-03,9,1175,match_win,t002-lb005
m142,2026-09-03,-9,985,match_loss,t002-lb005
m104,2026-09-03,19,1077,match_win,t002-lb006
m076,2026-09-03,-19,1113,match_loss,t002-lb006
m122,2026-09-03,13,1026,match_win,t002-lb007
m150,2026-09-03,-13,926,match_loss,t002-lb007
m062,2026-09-03,15,1154,match_win,t002-lb008
m078,2026-09-03,-15,1099,match_loss,t002-lb008
m006,2026-09-03,10,1237,wod_score,w034
m023,2026-09-03,10,1197,wod_score,w034
m092,2026-09-03,11,1081,wod_score,w034
m018,2026-09-03,6,1210,wod_score,w034
m003,2026-09-03,7,1324,wod_score,w034
m079,2026-09-03,4,1108,wod_score,w034
m068,2026-09-03,5,1158,wod_score,w034
m021,2026-09-03,6,1211,wod_score,w034
m039,2026-09-03,2,1179,wod_score,w034
m089,2026-09-03,2,1086,wod_score,w034
m025,2026-09-03,1,1200,wod_score,w034
m080,2026-09-03,2,1101,wod_score,w034
m052,2026-09-03,3,1148,wod_score,w034
m074,2026-09-03,3,1124,wod_score,w034
m063,2026-09-03,3,1118,wod_score,w034
m070,2026-09-03,2,1131,wod_score,w034
m042,2026-09-03,0,1163,wod_score,w034
m057,2026-09-03,0,1139,wod_score,w034
m112,2026-09-03,-1,1044,wod_score,w034
m081,2026-09-03,-2,1103,wod_score,w034
m127,2026-09-03,-2,1011,wod_score,w034
m128,2026-09-03,-3,1019,wod_score,w034
m137,2026-09-03,-1,979,wod_score,w034
m104,2026-09-03,-1,1076,wod_score,w034
m123,2026-09-03,-7,1019,wod_score,w034
m140,2026-09-03,-7,957,wod_score,w034
m101,2026-09-03,-7,1077,wod_score,w034
m134,2026-09-03,-7,963,wod_score,w034
m144,2026-09-03,-11,928,wod_score,w034
m131,2026-09-03,-9,1000,wod_score,w034
m149,2026-09-03,-12,956,wod_score,w034
m129,2026-09-03,-12,1001,wod_score,w034
m013,2026-09-04,6,1213,match_win,t002-wb017
m149,2026-09-04,-6,950,match_loss,t002-wb017
m070,2026-09-04,23,1154,match_win,t002-wb018
m012,2026-09-04,-23,1275,match_loss,t002-wb018
m030,2026-09-04,13,1229,match_win,t002-wb019
m068,2026-09-04,-13,1145,match_loss,t002-wb019
m071,2026-09-04,20,1100,match_win,t002-wb020
m034,2026-09-04,-20,1138,match_loss,t002-wb020
m006,2026-09-04,11,1248,match_win,t002-wb021
m083,2026-09-04,-11,1116,match_loss,t002-wb021
m005,2026-09-04,10,1287,match_win,t002-wb022
m061,2026-09-04,-10,1124,match_loss,t002-wb022
m010,2026-09-04,10,1285,match_win,t002-wb023
m082,2026-09-04,-10,1126,match_loss,t002-wb023
m011,2026-09-04,16,1239,match_win,t002-wb024
m016,2026-09-04,-16,1204,match_loss,t002-wb024
m048,2026-09-04,14,1137,match_win,t002-lb009
m104,2026-09-04,-14,1062,match_loss,t002-lb009
m133,2026-09-04,16,965,match_win,t002-lb010
m149,2026-09-04,-16,934,match_loss,t002-lb010
m034,2026-09-04,17,1155,match_win,t002-lb011
m062,2026-09-04,-17,1137,match_loss,t002-lb011
m068,2026-09-04,15,1160,match_win,t002-lb012
m083,2026-09-04,-15,1101,match_loss,t002-lb012
m016,2026-09-04,19,1223,match_win,t002-lb013
m012,2026-09-04,-19,1256,match_loss,t002-lb013
m122,2026-09-04,12,1038,match_win,t002-lb014
m143,2026-09-04,-12,917,match_loss,t002-lb014
m061,2026-09-04,16,1140,match_win,t002-lb015
m082,2026-09-04,-16,1110,match_loss,t002-lb015
m046,2026-09-04,19,1132,match_win,t002-lb016
m049,2026-09-04,-19,1156,match_loss,t002-lb016
m004,2026-09-04,8,1303,wod_score,w035
m046,2026-09-04,11,1143,wod_score,w035
m037,2026-09-04,9,1179,wod_score,w035
m008,2026-09-04,4,1278,wod_score,w035
m071,2026-09-04,6,1106,wod_score,w035
m051,2026-09-04,4,1145,wod_score,w035
m044,2026-09-04,6,1164,wod_score,w035
m029,2026-09-04,7,1203,wod_score,w035
m042,2026-09-04,5,1168,wod_score,w035
m112,2026-09-04,1,1045,wod_score,w035
m054,2026-09-04,1,1138,wod_score,w035
m013,2026-09-04,0,1213,wod_score,w035
m127,2026-09-04,3,1014,wod_score,w035
m062,2026-09-04,3,1140,wod_score,w035
m048,2026-09-04,3,1140,wod_score,w035
m132,2026-09-04,0,990,wod_score,w035
m107,2026-09-04,3,1053,wod_score,w035
m137,2026-09-04,1,980,wod_score,w035
m081,2026-09-04,0,1103,wod_score,w035
m069,2026-09-04,-2,1123,wod_score,w035
m067,2026-09-04,-1,1121,wod_score,w035
m128,2026-09-04,-2,1017,wod_score,w035
m082,2026-09-04,-1,1109,wod_score,w035
m114,2026-09-04,-2,1030,wod_score,w035
m116,2026-09-04,-3,1039,wod_score,w035
m117,2026-09-04,-2,1027,wod_score,w035
m095,2026-09-04,-3,1082,wod_score,w035
m108,2026-09-04,-4,1047,wod_score,w035
m102,2026-09-04,-6,1054,wod_score,w035
m106,2026-09-04,-7,1067,wod_score,w035
m131,2026-09-04,-5,995,wod_score,w035
m097,2026-09-04,-6,1062,wod_score,w035
m101,2026-09-04,-12,1065,wod_score,w035
m142,2026-09-04,-10,975,wod_score,w035
m140,2026-09-04,-12,945,wod_score,w035
m148,2026-09-04,-10,905,wod_score,w035
m013,2026-09-05,13,1226,match_win,t002-wb025
m070,2026-09-05,-13,1141,match_loss,t002-wb025
m071,2026-09-05,21,1127,match_win,t002-wb026
m030,2026-09-05,-21,1208,match_loss,t002-wb026
m006,2026-09-05,18,1266,match_win,t002-wb027
m005,2026-09-05,-18,1269,match_loss,t002-wb027
m011,2026-09-05,18,1257,match_win,t002-wb028
m010,2026-09-05,-18,1267,match_loss,t002-wb028
m133,2026-09-05,24,989,match_win,t002-lb017
m068,2026-09-05,-24,1136,match_loss,t002-lb017
m048,2026-09-05,11,1151,match_win,t002-lb018
m122,2026-09-05,-11,1027,match_loss,t002-lb018
m005,2026-09-05,16,1285,match_win,t002-lb019
m010,2026-09-05,-16,1251,match_loss,t002-lb019
m046,2026-09-05,19,1162,match_win,t002-lb020
m030,2026-09-05,-19,1189,match_loss,t002-lb020
m034,2026-09-05,15,1170,match_win,t002-lb021
m070,2026-09-05,-15,1126,match_loss,t002-lb021
m016,2026-09-05,12,1235,match_win,t002-lb022
m061,2026-09-05,-12,1128,match_loss,t002-lb022
m013,2026-09-07,10,1236,wod_score,w037
m004,2026-09-07,8,1311,wod_score,w037
m027,2026-09-07,10,1196,wod_score,w037
m002,2026-09-07,12,1328,wod_score,w037
m003,2026-09-07,11,1335,wod_score,w037
m023,2026-09-07,10,1207,wod_score,w037
m024,2026-09-07,6,1209,wod_score,w037
m030,2026-09-07,4,1193,wod_score,w037
m018,2026-09-07,6,1216,wod_score,w037
m028,2026-09-07,4,1206,wod_score,w037
m040,2026-09-07,4,1179,wod_score,w037
m069,2026-09-07,7,1130,wod_score,w037
m066,2026-09-07,4,1136,wod_score,w037
m026,2026-09-07,7,1202,wod_score,w037
m025,2026-09-07,7,1207,wod_score,w037
m042,2026-09-07,1,1169,wod_score,w037
m097,2026-09-07,0,1062,wod_score,w037
m057,2026-09-07,2,1141,wod_score,w037
m079,2026-09-07,2,1110,wod_score,w037
m041,2026-09-07,2,1175,wod_score,w037
m009,2026-09-07,2,1251,wod_score,w037
m051,2026-09-07,2,1147,wod_score,w037
m035,2026-09-07,0,1174,wod_score,w037
m021,2026-09-07,0,1211,wod_score,w037
m048,2026-09-07,3,1154,wod_score,w037
m081,2026-09-07,2,1105,wod_score,w037
m059,2026-09-07,0,1134,wod_score,w037
m056,2026-09-07,1,1146,wod_score,w037
m075,2026-09-07,2,1116,wod_score,w037
m084,2026-09-07,0,1109,wod_score,w037
m112,2026-09-07,-1,1044,wod_score,w037
m047,2026-09-07,0,1167,wod_score,w037
m017,2026-09-07,-3,1245,wod_score,w037
m071,2026-09-07,0,1127,wod_score,w037
m083,2026-09-07,0,1101,wod_score,w037
m126,2026-09-07,0,1013,wod_score,w037
m104,2026-09-07,-1,1061,wod_score,w037
m078,2026-09-07,0,1099,wod_score,w037
m117,2026-09-07,-1,1026,wod_score,w037
m131,2026-09-07,-1,994,wod_score,w037
m116,2026-09-07,-3,1036,wod_score,w037
m094,2026-09-07,0,1069,wod_score,w037
m080,2026-09-07,-2,1099,wod_score,w037
m120,2026-09-07,-1,1029,wod_score,w037
m100,2026-09-07,0,1064,wod_score,w037
m090,2026-09-07,-6,1080,wod_score,w037
m123,2026-09-07,-5,1014,wod_score,w037
m068,2026-09-07,-6,1130,wod_score,w037
m095,2026-09-07,-6,1076,wod_score,w037
m130,2026-09-07,-4,994,wod_score,w037
m107,2026-09-07,-4,1049,wod_score,w037
m098,2026-09-07,-4,1070,wod_score,w037
m127,2026-09-07,-4,1010,wod_score,w037
m142,2026-09-07,-5,970,wod_score,w037
m119,2026-09-07,-11,1039,wod_score,w037
m146,2026-09-07,-12,915,wod_score,w037
m145,2026-09-07,-12,925,wod_score,w037
m138,2026-09-07,-12,993,wod_score,w037
m137,2026-09-07,-12,968,wod_score,w037
m143,2026-09-07,-12,905,wod_score,w037
m006,2026-09-07,12,1278,wod_score,w038
m007,2026-09-07,11,1281,wod_score,w038
m027,2026-09-07,10,1206,wod_score,w038
m088,2026-09-07,12,1099,wod_score,w038
m063,2026-09-07,4,1122,wod_score,w038
m065,2026-09-07,5,1131,wod_score,w038
m021,2026-09-07,6,1217,wod_score,w038
m022,2026-09-07,4,1218,wod_score,w038
m075,2026-09-07,7,1123,wod_score,w038
m032,2026-09-07,6,1180,wod_score,w038
m093,2026-09-07,3,1070,wod_score,w038
m044,2026-09-07,1,1165,wod_score,w038
m098,2026-09-07,2,1072,wod_score,w038
m097,2026-09-07,3,1065,wod_score,w038
m066,2026-09-07,0,1136,wod_score,w038
m046,2026-09-07,3,1165,wod_score,w038
m015,2026-09-07,3,1243,wod_score,w038
m121,2026-09-07,1,1019,wod_score,w038
m079,2026-09-07,0,1110,wod_score,w038
m080,2026-09-07,0,1099,wod_score,w038
m059,2026-09-07,0,1134,wod_score,w038
m109,2026-09-07,0,1051,wod_score,w038
m085,2026-09-07,-1,1104,wod_score,w038
m071,2026-09-07,0,1127,wod_score,w038
m060,2026-09-07,-2,1141,wod_score,w038
m100,2026-09-07,-3,1061,wod_score,w038
m028,2026-09-07,0,1206,wod_score,w038
m117,2026-09-07,-3,1023,wod_score,w038
m053,2026-09-07,-1,1146,wod_score,w038
m076,2026-09-07,-3,1110,wod_score,w038
m082,2026-09-07,-5,1104,wod_score,w038
m125,2026-09-07,-4,1023,wod_score,w038
m096,2026-09-07,-5,1072,wod_score,w038
m116,2026-09-07,-7,1029,wod_score,w038
m108,2026-09-07,-6,1041,wod_score,w038
m136,2026-09-07,-5,982,wod_score,w038
m142,2026-09-07,-9,961,wod_score,w038
m115,2026-09-07,-9,1035,wod_score,w038
m139,2026-09-07,-9,947,wod_score,w038
m146,2026-09-07,-10,905,wod_score,w038
m009,2026-09-08,9,1260,wod_score,w039
m006,2026-09-08,9,1287,wod_score,w039
m023,2026-09-08,8,1215,wod_score,w039
m076,2026-09-08,12,1122,wod_score,w039
m013,2026-09-08,10,1246,wod_score,w039
m086,2026-09-08,7,1098,wod_score,w039
m044,2026-09-08,5,1170,wod_score,w039
m085,2026-09-08,4,1108,wod_score,w039
m018,2026-09-08,7,1223,wod_score,w039
m008,2026-09-08,5,1283,wod_score,w039
m051,2026-09-08,4,1151,wod_score,w039
m048,2026-09-08,6,1160,wod_score,w039
m057,2026-09-08,2,1143,wod_score,w039
m016,2026-09-08,2,1237,wod_score,w039
m104,2026-09-08,0,1061,wod_score,w039
m059,2026-09-08,3,1137,wod_score,w039
m130,2026-09-08,1,995,wod_score,w039
m103,2026-09-08,0,1060,wod_score,w039
m046,2026-09-08,1,1166,wod_score,w039
m097,2026-09-08,2,1067,wod_score,w039
m033,2026-09-08,1,1179,wod_score,w039
m102,2026-09-08,2,1056,wod_score,w039
m091,2026-09-08,1,1078,wod_score,w039
m127,2026-09-08,0,1010,wod_score,w039
m093,2026-09-08,3,1073,wod_score,w039
m055,2026-09-08,-2,1145,wod_score,w039
m088,2026-09-08,-2,1097,wod_score,w039
m080,2026-09-08,0,1099,wod_score,w039
m060,2026-09-08,-3,1138,wod_score,w039
m036,2026-09-08,-1,1183,wod_score,w039
m058,2026-09-08,-3,1145,wod_score,w039
m084,2026-09-08,-1,1108,wod_score,w039
m068,2026-09-08,-2,1128,wod_score,w039
m095,2026-09-08,-3,1073,wod_score,w039
m043,2026-09-08,-3,1168,wod_score,w039
m119,2026-09-08,-1,1038,wod_score,w039
m107,2026-09-08,-3,1046,wod_score,w039
m109,2026-09-08,-1,1050,wod_score,w039
m118,2026-09-08,-7,1028,wod_score,w039
m133,2026-09-08,-6,983,wod_score,w039
m126,2026-09-08,-5,1008,wod_score,w039
m101,2026-09-08,-5,1060,wod_score,w039
m136,2026-09-08,-7,975,wod_score,w039
m069,2026-09-08,-7,1123,wod_score,w039
m128,2026-09-08,-7,1010,wod_score,w039
m112,2026-09-08,-8,1036,wod_score,w039
m150,2026-09-08,-11,915,wod_score,w039
m147,2026-09-08,-11,918,wod_score,w039
m106,2026-09-08,-11,1056,wod_score,w039
m142,2026-09-08,-9,952,wod_score,w039
m132,2026-09-08,-9,981,wod_score,w039
m005,2026-09-09,11,1296,wod_score,w041
m002,2026-09-09,10,1338,wod_score,w041
m063,2026-09-09,9,1131,wod_score,w041
m006,2026-09-09,11,1298,wod_score,w041
m004,2026-09-09,5,1316,wod_score,w041
m078,2026-09-09,6,1105,wod_score,w041
m087,2026-09-09,7,1096,wod_score,w041
m026,2026-09-09,7,1209,wod_score,w041
m033,2026-09-09,4,1183,wod_score,w041
m050,2026-09-09,4,1125,wod_score,w041
m045,2026-09-09,2,1160,wod_score,w041
m036,2026-09-09,0,1183,wod_score,w041
m042,2026-09-09,0,1169,wod_score,w041
m090,2026-09-09,2,1082,wod_score,w041
m048,2026-09-09,0,1160,wod_score,w041
m067,2026-09-09,2,1123,wod_score,w041
m025,2026-09-09,0,1207,wod_score,w041
m053,2026-09-09,1,1147,wod_score,w041
m099,2026-09-09,1,1062,wod_score,w041
m061,2026-09-09,3,1131,wod_score,w041
m069,2026-09-09,0,1123,wod_score,w041
m059,2026-09-09,-1,1136,wod_score,w041
m120,2026-09-09,-3,1026,wod_score,w041
m111,2026-09-09,-1,1038,wod_score,w041
m140,2026-09-09,0,945,wod_score,w041
m070,2026-09-09,-2,1124,wod_score,w041
m130,2026-09-09,-1,994,wod_score,w041
m091,2026-09-09,-3,1075,wod_score,w041
m115,2026-09-09,-2,1033,wod_score,w041
m075,2026-09-09,-3,1120,wod_score,w041
m083,2026-09-09,0,1101,wod_score,w041
m068,2026-09-09,-6,1122,wod_score,w041
m109,2026-09-09,-5,1045,wod_score,w041
m085,2026-09-09,-6,1102,wod_score,w041
m135,2026-09-09,-5,969,wod_score,w041
m114,2026-09-09,-5,1025,wod_score,w041
m110,2026-09-09,-6,1050,wod_score,w041
m113,2026-09-09,-8,1031,wod_score,w041
m127,2026-09-09,-11,999,wod_score,w041
m147,2026-09-09,-9,909,wod_score,w041
m150,2026-09-09,-10,905,wod_score,w041
m149,2026-09-09,-11,923,wod_score,w041
m001,2026-09-10,8,1397,wod_score,w043
m032,2026-09-10,12,1192,wod_score,w043
m050,2026-09-10,12,1137,wod_score,w043
m019,2026-09-10,7,1230,wod_score,w043
m011,2026-09-10,5,1262,wod_score,w043
m007,2026-09-10,5,1286,wod_score,w043
m013,2026-09-10,6,1252,wod_score,w043
m080,2026-09-10,5,1104,wod_score,w043
m068,2026-09-10,4,1126,wod_score,w043
m070,2026-09-10,1,1125,wod_score,w043
m041,2026-09-10,2,1177,wod_score,w043
m045,2026-09-10,3,1163,wod_score,w043
m089,2026-09-10,2,1088,wod_score,w043
m067,2026-09-10,2,1125,wod_score,w043
m043,2026-09-10,3,1171,wod_score,w043
m026,2026-09-10,0,1209,wod_score,w043
m057,2026-09-10,1,1144,wod_score,w043
m061,2026-09-10,1,1132,wod_score,w043
m071,2026-09-10,-2,1125,wod_score,w043
m101,2026-09-10,-3,1057,wod_score,w043
m072,2026-09-10,-3,1120,wod_score,w043
m137,2026-09-10,-2,966,wod_score,w043
m100,2026-09-10,0,1061,wod_score,w043
m063,2026-09-10,0,1131,wod_score,w043
m122,2026-09-10,-3,1024,wod_score,w043
m105,2026-09-10,0,1051,wod_score,w043
m130,2026-09-10,-3,991,wod_score,w043
m115,2026-09-10,-7,1026,wod_score,w043
m126,2026-09-10,-4,1004,wod_score,w043
m088,2026-09-10,-6,1091,wod_score,w043
m119,2026-09-10,-4,1034,wod_score,w043
m147,2026-09-10,-4,905,wod_score,w043
m125,2026-09-10,-6,1017,wod_score,w043
m138,2026-09-10,-11,982,wod_score,w043
m145,2026-09-10,-11,914,wod_score,w043
m144,2026-09-10,-12,916,wod_score,w043
m142,2026-09-10,-11,941,wod_score,w043
m005,2026-09-10,10,1306,wod_score,w044
m001,2026-09-10,10,1407,wod_score,w044
m009,2026-09-10,9,1269,wod_score,w044
m018,2026-09-10,10,1233,wod_score,w044
m050,2026-09-10,11,1148,wod_score,w044
m007,2026-09-10,7,1293,wod_score,w044
m034,2026-09-10,4,1174,wod_score,w044
m081,2026-09-10,6,1111,wod_score,w044
m059,2026-09-10,7,1143,wod_score,w044
m114,2026-09-10,5,1030,wod_score,w044
m054,2026-09-10,6,1144,wod_score,w044
m042,2026-09-10,4,1173,wod_score,w044
m025,2026-09-10,0,1207,wod_score,w044
m029,2026-09-10,3,1206,wod_score,w044
m055,2026-09-10,1,1146,wod_score,w044
m037,2026-09-10,3,1182,wod_score,w044
m016,2026-09-10,1,1238,wod_score,w044
m097,2026-09-10,1,1068,wod_score,w044
m073,2026-09-10,1,1125,wod_score,w044
m058,2026-09-10,0,1145,wod_score,w044
m134,2026-09-10,3,966,wod_score,w044
m061,2026-09-10,2,1134,wod_score,w044
m051,2026-09-10,0,1151,wod_score,w044
m039,2026-09-10,1,1180,wod_score,w044
m069,2026-09-10,1,1124,wod_score,w044
m011,2026-09-10,-1,1261,wod_score,w044
m085,2026-09-10,-1,1101,wod_score,w044
m098,2026-09-10,-3,1069,wod_score,w044
m130,2026-09-10,-2,989,wod_score,w044
m021,2026-09-10,0,1217,wod_score,w044
m028,2026-09-10,0,1206,wod_score,w044
m022,2026-09-10,-1,1217,wod_score,w044
m123,2026-09-10,-3,1011,wod_score,w044
m057,2026-09-10,0,1144,wod_score,w044
m035,2026-09-10,-1,1173,wod_score,w044
m124,2026-09-10,-2,1009,wod_score,w044
m105,2026-09-10,0,1051,wod_score,w044
m086,2026-09-10,-6,1092,wod_score,w044
m062,2026-09-10,-7,1133,wod_score,w044
m137,2026-09-10,-6,960,wod_score,w044
m103,2026-09-10,-6,1054,wod_score,w044
m118,2026-09-10,-5,1023,wod_score,w044
m138,2026-09-10,-4,978,wod_score,w044
m092,2026-09-10,-5,1076,wod_score,w044
m132,2026-09-10,-7,974,wod_score,w044
m129,2026-09-10,-11,990,wod_score,w044
m110,2026-09-10,-10,1040,wod_score,w044
m131,2026-09-10,-9,985,wod_score,w044
m128,2026-09-10,-11,999,wod_score,w044
m149,2026-09-10,-10,913,wod_score,w044
m008,2026-09-11,10,1293,wod_score,w045
m033,2026-09-11,8,1191,wod_score,w045
m035,2026-09-11,11,1184,wod_score,w045
m013,2026-09-11,10,1262,wod_score,w045
m010,2026-09-11,11,1262,wod_score,w045
m067,2026-09-11,7,1132,wod_score,w045
m015,2026-09-11,6,1249,wod_score,w045
m012,2026-09-11,5,1261,wod_score,w045
m080,2026-09-11,4,1108,wod_score,w045
m094,2026-09-11,5,1074,wod_score,w045
m072,2026-09-11,4,1124,wod_score,w045
m078,2026-09-11,7,1112,wod_score,w045
m062,2026-09-11,4,1137,wod_score,w045
m027,2026-09-11,0,1206,wod_score,w045
m009,2026-09-11,3,1272,wod_score,w045
m019,2026-09-11,1,1231,wod_score,w045
m091,2026-09-11,1,1076,wod_score,w045
m034,2026-09-11,3,1177,wod_score,w045
m007,2026-09-11,2,1295,wod_score,w045
m106,2026-09-11,0,1056,wod_score,w045
m083,2026-09-11,2,1103,wod_score,w045
m021,2026-09-11,0,1217,wod_score,w045
m063,2026-09-11,2,1133,wod_score,w045
m049,2026-09-11,2,1158,wod_score,w045
m088,2026-09-11,2,1093,wod_score,w045
m093,2026-09-11,2,1075,wod_score,w045
m076,2026-09-11,-2,1120,wod_score,w045
m107,2026-09-11,-2,1044,wod_score,w045
m074,2026-09-11,-3,1121,wod_score,w045
m040,2026-09-11,-1,1178,wod_score,w045
m079,2026-09-11,-1,1109,wod_score,w045
m105,2026-09-11,-1,1050,wod_score,w045
m131,2026-09-11,-3,982,wod_score,w045
m073,2026-09-11,-3,1122,wod_score,w045
m125,2026-09-11,-3,1014,wod_score,w045
m089,2026-09-11,-2,1086,wod_score,w045
m051,2026-09-11,-3,1148,wod_score,w045
m066,2026-09-11,-1,1135,wod_score,w045
m137,2026-09-11,-1,959,wod_score,w045
m084,2026-09-11,-5,1103,wod_score,w045
m119,2026-09-11,-4,1030,wod_score,w045
m135,2026-09-11,-5,964,wod_score,w045
m109,2026-09-11,-6,1039,wod_score,w045
m116,2026-09-11,-6,1023,wod_score,w045
m104,2026-09-11,-7,1054,wod_score,w045
m122,2026-09-11,-5,1019,wod_score,w045
m144,2026-09-11,-11,905,wod_score,w045
m138,2026-09-11,-11,967,wod_score,w045
m133,2026-09-11,-10,973,wod_score,w045
m149,2026-09-11,-8,905,wod_score,w045
m142,2026-09-11,-12,929,wod_score,w045
m145,2026-09-11,-9,905,wod_score,w045
m014,2026-09-12,12,1256,wod_score,w047
m009,2026-09-12,11,1283,wod_score,w047
m021,2026-09-12,8,1225,wod_score,w047
m005,2026-09-12,5,1311,wod_score,w047
m045,2026-09-12,6,1169,wod_score,w047
m034,2026-09-12,7,1184,wod_score,w047
m016,2026-09-12,7,1245,wod_score,w047
m086,2026-09-12,6,1098,wod_score,w047
m025,2026-09-12,3,1210,wod_score,w047
m061,2026-09-12,1,1135,wod_score,w047
m057,2026-09-12,1,1145,wod_score,w047
m024,2026-09-12,2,1211,wod_score,w047
m068,2026-09-12,1,1127,wod_score,w047
m054,2026-09-12,2,1146,wod_score,w047
m065,2026-09-12,1,1132,wod_score,w047
m069,2026-09-12,3,1127,wod_score,w047
m097,2026-09-12,3,1071,wod_score,w047
m062,2026-09-12,-3,1134,wod_score,w047
m133,2026-09-12,-2,971,wod_score,w047
m066,2026-09-12,-3,1132,wod_score,w047
m110,2026-09-12,-1,1039,wod_score,w047
m048,2026-09-12,0,1160,wod_score,w047
m115,2026-09-12,-2,1024,wod_score,w047
m081,2026-09-12,-3,1108,wod_score,w047
m131,2026-09-12,-1,981,wod_score,w047
m106,2026-09-12,-7,1049,wod_score,w047
m122,2026-09-12,-6,1013,wod_score,w047
